,Category,NR,WR,SR,ER,NER,Total,Date
10,Central,2754,16533,5952,1560,404,27202,30.09.18
11,State,7525,13605,7550,6685,50,35415,30.09.18
12,Thermal (Coal & Lignite),624,1198,607,365,5,2798,30.09.18
13,Hydro,264,46,93,110,24,537,30.09.18
14,Nuclear,23,27,29,0,0,80,30.09.18
15,"Gas, Naptha & Diesel",53,75,24,0,23,176,30.09.18
0,Demand Met during Evening Peak hrs(MW),42124,40045,36075,17021,2430,137695,30.09.19
1,Peak Shortage (MW),508,0,0,0,157,665,30.09.19
2,Energy Met (MU),888,911,829,323,45,2996,30.09.19
3,Hydro Gen (MU),267,101,151,121,25,665,30.09.19
4,Wind Gen (MU),13,65,12,----------,----------,91,30.09.19
5,Solar Gen (MU),20.16,15.28,79.23,1.64,0.03,116,30.09.19
6,Energy Shortage (MU),8.2,0,0,0,5.1,13.3,30.09.19
7,Schedule(MU),229.7,-215.6,57.1,-55.5,-7,8.7,30.09.19
8,Actual(MU),204.4,-211.6,93.2,-65.1,-8.8,12.1,30.09.19
9,O/D/U/D(MU),-25.3,4,36.1,-9.6,-1.8,3.4,30.09.19
10,Central,4060,14420,7412,4165,382,30439,30.09.19
11,State,14321,24409,12033,7780,11,58554,30.09.19
12,Coal,338,843,349,283,7,1820,30.09.19
13,Lignite,17,11,38,0,0,66,30.09.19
14,Hydro,267,101,151,121,25,665,30.09.19
15,Nuclear,23,29,60,0,0,112,30.09.19
0,Demand Met during Evening Peak hrs(MW),59263,47915,35366,22625,2911,,30.09.20
1,Peak Shortage (MW),365,0,0,0,7,,30.09.20
2,Energy Met (MU),1289,1107,843,478,55,,30.09.20
3,Hydro Gen (MU),224,99,139,142,25,,30.09.20
4,Wind Gen (MU),10,24,90,-,-,,30.09.20
5,Solar Gen (MU),38.88,28.99,74.7,4.58,0.11,,30.09.20
6,Energy Shortage (MU),1.1,0,0,0,0,,30.09.20
7,Schedule(MU),369.9,-350,98.7,-118.2,-0.4,,30.09.20
8,Actual(MU),377,-348.8,92.9,-122.1,3.2,,30.09.20
9,O/D/U/D(MU),7.2,1.2,-5.8,-3.9,3.5,,30.09.20
10,Central,6445,14707,11712,1455,576,,30.09.20
11,State,11399,17471,16087,6127,112,,30.09.20
12,Coal,573,1189,326,486,7,,30.09.20
13,Lignite,28,11,19,0,0,,30.09.20
14,Hydro,224,99,139,142,25,,30.09.20
15,Nuclear,27,21,69,0,0,,30.09.20
0,Demand Met during Evening Peak hrs(MW),54771,48686,42523,20736,3044,,30.09.21
1,Peak Shortage (MW),1811,48,0,0,0,,30.09.21
2,Energy Met (MU),1264,1102,1000,429,58,,30.09.21
3,Hydro Gen (MU),276,70,167,120,25,,30.09.21
4,Wind Gen (MU),9,117,62,-,-,,30.09.21
5,Solar Gen (MU),54.79,28.72,92.33,4.04,0.26,,30.09.21
6,Energy Shortage (MU),8.65,0.48,0.82,2.21,0,,30.09.21
7,Schedule(MU),241.4,-147.6,49.7,-142.9,-0.6,,30.09.21
8,Actual(MU),220.4,-139.1,55.9,-133.6,-2.6,,30.09.21
9,O/D/U/D(MU),-21,8.5,6.2,9.3,-2.1,,30.09.21
10,Central,3607,18687,8152,2730,409,,30.09.21
11,State,9110,19935,9528,5775,32,,30.09.21
12,Coal,609,965,481,465,11,,30.09.21
13,Lignite,27,11,44,0,0,,30.09.21
14,Hydro,276,70,167,120,25,,30.09.21
15,Nuclear,31,33,65,0,0,,30.09.21
0,Demand Met during Evening Peak hrs(MW),61973,55951,42509,26837,3308,,30.09.22
1,Peak Shortage (MW),480,35,0,172,0,,30.09.22
2,Energy Met (MU),1312,1300,985,556,65,,30.09.22
3,Hydro Gen (MU),286,98,139,132,29,,30.09.22
4,Wind Gen (MU),20,48,152,-,-,,30.09.22
5,Solar Gen (MU),118.4,54.01,63.71,4.99,0.89,,30.09.22
6,Energy Shortage (MU),2.12,0.13,0,0.59,0,,30.09.22
7,Schedule(MU),206.1,-55,-13.6,-137.4,-0.2,,30.09.22
8,Actual(MU),199.8,-54.8,-16.8,-136.8,0.9,,30.09.22
9,O/D/U/D(MU),-6.3,0.2,-3.2,0.6,1.1,,30.09.22
10,Central,4153,16391,5798,600,309,,30.09.22
11,State,8845,14946,7047,2760,141,,30.09.22
12,Coal,692,1132,512,584,13,,30.09.22
13,Lignite,25,9,60,0,0,,30.09.22
14,Hydro,288,98,139,132,29,,30.09.22
15,Nuclear,25,40,63,0,0,,30.09.22
0,Demand Met during Evening Peak hrs(MW),65538,57592,44629,22770,3127,,30.09.23
1,Peak Shortage (MW),100,0,0,0,115,,30.09.23
2,Energy Met (MU),1508,1320,1093,519,68,,30.09.23
3,Hydro Gen (MU),234,75,59,100,25,,30.09.23
4,Wind Gen (MU),14,54,154,-,-,,30.09.23
5,Solar Gen (MU),127.78,59.22,103.04,5.2,1.08,,30.09.23
6,Energy Shortage (MU),1.79,0,0,1.8,1.09,,30.09.23
7,Schedule(MU),321.5,-241.6,55.2,-140.2,5.2,,30.09.23
8,Actual(MU),327.8,-250.4,62.4,-150.1,9.2,,30.09.23
9,O/D/U/D(MU),6.3,-8.8,7.3,-9.9,4,,30.09.23
10,Central,3749,12374,4678,1530,505,,30.09.23
11,State,5441,10908,6182,3010,240,,30.09.23
12,Coal,808,1401,648,629,15,,30.09.23
13,Lignite,33,15,36,0,0,,30.09.23
14,Hydro,234,75,59,100,25,,30.09.23
15,Nuclear,30,53,71,0,0,,30.09.23
0,Demand Met during Evening Peak hrs(MW),43561,52230,41825,19638,2404,159658,30.10.18
1,Peak Shortage (MW),376,0,0,300,105,781,30.10.18
2,Energy Met (MU),929,1229,981,382,42,3563,30.10.18
3,Hydro Gen (MU),150,20,105,55,14,344,30.10.18
4,Wind Gen (MU),9,40,47,----------,----------,95,30.10.18
5,Solar Gen (MU),22.36,19.26,69.22,0.89,0.03,112,30.10.18
6,Energy Shortage (MU),10,0.1,0,0.6,1.1,11.7,30.10.18
7,Schedule(MU),140.3,-166.2,78,-50.7,-1.2,0.2,30.10.18
8,Actual(MU),121.1,-177.7,88.8,-31.8,-5.6,-5.3,30.10.18
9,O/D/U/D(MU),-19.2,-11.6,10.8,18.9,-4.4,-5.5,30.10.18
10,Central,3604,12663,8872,2240,116,27494,30.10.18
11,State,11765,12536,7970,5905,50,38226,30.10.18
12,Thermal (Coal & Lignite),558,1245,563,387,9,2762,30.10.18
13,Hydro,150,20,105,55,14,344,30.10.18
14,Nuclear,25,30,43,0,0,98,30.10.18
15,"Gas, Naptha & Diesel",49,55,25,0,29,159,30.10.18
0,Demand Met during Evening Peak hrs(MW),41014,36269,33581,18645,2389,131898,30.10.19
1,Peak Shortage (MW),596,0,50,0,168,814,30.10.19
2,Energy Met (MU),821,811,725,357,42,2757,30.10.19
3,Hydro Gen (MU),140,42,153,79,17,431,30.10.19
4,Wind Gen (MU),5,27,40,----------,----------,71,30.10.19
5,Solar Gen (MU),16.71,17.9,56.51,1.93,0.05,93,30.10.19
6,Energy Shortage (MU),14.3,0,0,0,0.9,15.2,30.10.19
7,Schedule(MU),217.4,-231.9,82,-62.4,-5.1,0,30.10.19
8,Actual(MU),219.3,-243.3,71.5,-43.6,-3.2,0.6,30.10.19
9,O/D/U/D(MU),1.9,-11.4,-10.5,18.9,1.8,0.7,30.10.19
10,Central,2867,17671,10212,6180,660,37590,30.10.19
11,State,12876,23772,14143,6180,11,56982,30.10.19
12,Coal,385,901,255,329,10,1881,30.10.19
13,Lignite,20,15,42,0,0,78,30.10.19
14,Hydro,140,42,153,79,17,431,30.10.19
15,Nuclear,28,31,60,0,0,119,30.10.19
0,Demand Met during Evening Peak hrs(MW),45610,49475,39985,19624,2759,,30.10.20
1,Peak Shortage (MW),728,0,0,0,12,,30.10.20
2,Energy Met (MU),950,1168,906,385,50,,30.10.20
3,Hydro Gen (MU),120,26,146,78,20,,30.10.20
4,Wind Gen (MU),7,25,11,-,-,,30.10.20
5,Solar Gen (MU),34.18,29.87,95.59,4.52,0.13,,30.10.20
6,Energy Shortage (MU),1.1,0,0,0,0.1,,30.10.20
7,Schedule(MU),322,-313.5,105.2,-114.7,0.9,,30.10.20
8,Actual(MU),326.2,-312.1,114.7,-130.3,0,,30.10.20
9,O/D/U/D(MU),4.2,1.4,9.5,-15.6,-0.9,,30.10.20
10,Central,6800,14345,9662,2020,660,,30.10.20
11,State,16377,13216,13066,6505,11,,30.10.20
12,Coal,402,1288,422,469,7,,30.10.20
13,Lignite,24,14,24,0,0,,30.10.20
14,Hydro,120,26,146,78,20,,30.10.20
15,Nuclear,28,21,66,0,0,,30.10.20
0,Demand Met during Evening Peak hrs(MW),45855,52670,40928,20763,2770,,30.10.21
1,Peak Shortage (MW),281,0,0,0,0,,30.10.21
2,Energy Met (MU),905,1211,902,425,50,,30.10.21
3,Hydro Gen (MU),175,45,150,94,18,,30.10.21
4,Wind Gen (MU),2,53,31,-,-,,30.10.21
5,Solar Gen (MU),67.32,42.7,75.78,4.39,0.29,,30.10.21
6,Energy Shortage (MU),6.99,0,0,0.8,0.06,,30.10.21
7,Schedule(MU),159.1,-82.6,71.5,-143.9,-4.2,,30.10.21
8,Actual(MU),148.3,-75,85.4,-160.3,-2.8,,30.10.21
9,O/D/U/D(MU),-10.8,7.6,13.9,-16.4,1.4,,30.10.21
10,Central,6168,15170,9282,1260,580,,30.10.21
11,State,15411,18316,9791,3455,11,,30.10.21
12,Coal,450,1103,437,513,10,,30.10.21
13,Lignite,27,9,37,0,0,,30.10.21
14,Hydro,175,45,150,94,18,,30.10.21
15,Nuclear,32,33,69,0,0,,30.10.21
0,Demand Met during Evening Peak hrs(MW),44239,48878,37328,19592,2581,,30.10.22
1,Peak Shortage (MW),100,0,0,455,0,,30.10.22
2,Energy Met (MU),983,1152,819,425,48,,30.10.22
3,Hydro Gen (MU),150,29,116,73,29,,30.10.22
4,Wind Gen (MU),4,60,35,-,-,,30.10.22
5,Solar Gen (MU),110.44,51.7,85.19,5.61,0.93,,30.10.22
6,Energy Shortage (MU),1.06,0,0,1.52,0,,30.10.22
7,Schedule(MU),135.3,-36.3,48.6,-139.2,-8.3,,30.10.22
8,Actual(MU),134.8,-36.9,44.3,-138.7,-7.8,,30.10.22
9,O/D/U/D(MU),-0.5,-0.6,-4.3,0.6,0.5,,30.10.22
10,Central,7392,20791,7088,5170,922,,30.10.22
11,State,10650,16131,9290,2920,99,,30.10.22
12,Coal,591,1019,416,513,8,,30.10.22
13,Lignite,25,13,47,0,0,,30.10.22
14,Hydro,151,29,116,73,29,,30.10.22
15,Nuclear,26,40,66,0,0,,30.10.22
0,Demand Met during Evening Peak hrs(MW),53254,62389,47244,22068,2811,,30.10.23
1,Peak Shortage (MW),580,0,0,477,0,,30.10.23
2,Energy Met (MU),1148,1515,1157,461,51,,30.10.23
3,Hydro Gen (MU),144,44,57,45,19,,30.10.23
4,Wind Gen (MU),7,49,41,-,-,,30.10.23
5,Solar Gen (MU),112.02,61.91,96.22,2.64,1.28,,30.10.23
6,Energy Shortage (MU),2.66,0,0,1.34,0,,30.10.23
7,Schedule(MU),190.3,-186.6,160.4,-161.4,-5,,30.10.23
8,Actual(MU),188.5,-163.5,165.3,-190.4,-5.5,,30.10.23
9,O/D/U/D(MU),-1.8,23,4.9,-29,-0.5,,30.10.23
10,Central,6838,9769,4208,4151,205,,30.10.23
11,State,6796,8757,2906,1370,121,,30.10.23
12,Coal,708,1584,707,672,15,,30.10.23
13,Lignite,28,12,63,0,0,,30.10.23
14,Hydro,144,44,57,45,19,,30.10.23
15,Nuclear,15,53,71,0,0,,30.10.23
0,Demand Met during Evening Peak hrs(MW),42519,49431,39684,18059,2455,152148,30.11.18
1,Peak Shortage (MW),532,0,0,0,52,584,30.11.18
2,Energy Met (MU),911,1152,897,349,45,3356,30.11.18
3,Hydro Gen (MU),119,23,71,45,8,266,30.11.18
4,Wind Gen (MU),8,36,34,----------,----------,78,30.11.18
5,Solar Gen (MU),20.36,19.44,59.43,0.81,0.05,100,30.11.18
6,Energy Shortage (MU),11.2,0,0,0,0.6,11.7,30.11.18
7,Schedule(MU),156.8,-161.5,91.3,-86.7,0.2,0.1,30.11.18
8,Actual(MU),150.2,-171.3,88.1,-71.3,2.5,-1.7,30.11.18
9,O/D/U/D(MU),-6.6,-9.8,-3.1,15.4,2.3,-1.8,30.11.18
10,Central,4770,16010,6282,1760,695,29517,30.11.18
11,State,11395,14353,7670,5665,50,39133,30.11.18
12,Coal,528,1190,493,409,10,2631,30.11.18
13,Lignite,23,16,58,0,0,97,30.11.18
14,Hydro,119,23,71,45,8,266,30.11.18
15,Nuclear,25,19,36,0,0,80,30.11.18
0,Demand Met during Evening Peak hrs(MW),42431,48284,37410,18552,2348,149025,30.11.19
1,Peak Shortage (MW),520,0,0,0,28,548,30.11.19
2,Energy Met (MU),836,1147,878,344,41,3246,30.11.19
3,Hydro Gen (MU),137,47,92,40,9,325,30.11.19
4,Wind Gen (MU),30,61,48,----------,----------,139,30.11.19
5,Solar Gen (MU),27.51,19.89,64.29,2.43,0.05,114,30.11.19
6,Energy Shortage (MU),12.1,0,0,0,0.4,12.5,30.11.19
7,Schedule(MU),198.2,-191,91.2,-96.7,-1.7,0,30.11.19
8,Actual(MU),171.4,-187.4,109,-95.3,-0.4,-2.6,30.11.19
9,O/D/U/D(MU),-26.8,3.6,17.8,1.4,1.3,-2.7,30.11.19
10,Central,6313,18136,6162,1990,563,33165,30.11.19
11,State,13330,15172,10820,6270,11,45603,30.11.19
12,Coal,401,1112,414,408,12,2347,30.11.19
13,Lignite,20,13,41,0,0,73,30.11.19
14,Hydro,137,47,92,40,9,325,30.11.19
15,Nuclear,29,28,60,0,0,117,30.11.19
0,Demand Met during Evening Peak hrs(MW),44776,50796,37594,16941,2421,,30.11.20
1,Peak Shortage (MW),0,0,0,0,54,,30.11.20
2,Energy Met (MU),902,1215,802,344,41,,30.11.20
3,Hydro Gen (MU),106,47,71,43,13,,30.11.20
4,Wind Gen (MU),3,36,44,-,-,,30.11.20
5,Solar Gen (MU),35.27,32.86,81.17,4.42,0.13,,30.11.20
6,Energy Shortage (MU),0.2,0,0,0,0.54,,30.11.20
7,Schedule(MU),274.6,-264.2,112.5,-122.3,-0.5,,30.11.20
8,Actual(MU),264.4,-247.3,101.6,-127.7,0,,30.11.20
9,O/D/U/D(MU),-10.2,16.9,-10.9,-5.5,0.5,,30.11.20
10,Central,7870,15003,10822,3100,659,,30.11.20
11,State,14866,14910,13197,4382,11,,30.11.20
12,Coal,417,1271,381,442,7,,30.11.20
13,Lignite,24,11,24,0,0,,30.11.20
14,Hydro,106,47,71,44,13,,30.11.20
15,Nuclear,28,33,64,0,0,,30.11.20
0,Demand Met during Evening Peak hrs(MW),47763,54344,36902,18387,2508,,30.11.21
1,Peak Shortage (MW),200,0,0,319,0,,30.11.21
2,Energy Met (MU),978,1255,768,374,43,,30.11.21
3,Hydro Gen (MU),115,39,99,48,12,,30.11.21
4,Wind Gen (MU),18,86,51,-,-,,30.11.21
5,Solar Gen (MU),55.77,29.5,68.36,4.8,0.3,,30.11.21
6,Energy Shortage (MU),3.85,0.36,0,3.6,0,,30.11.21
7,Schedule(MU),197,-111.4,81.2,-162.2,-4.5,,30.11.21
8,Actual(MU),203.7,-108.6,70.2,-164.3,-3.3,,30.11.21
9,O/D/U/D(MU),6.7,2.9,-11,-2.1,1.2,,30.11.21
10,Central,6920,16390,12662,3780,634,,30.11.21
11,State,13910,20419,10421,2658,11,,30.11.21
12,Coal,529,1169,370,509,12,,30.11.21
13,Lignite,24,15,21,0,0,,30.11.21
14,Hydro,115,39,99,48,12,,30.11.21
15,Nuclear,23,33,69,0,0,,30.11.21
0,Demand Met during Evening Peak hrs(MW),48697,56170,41815,19304,2606,,30.11.22
1,Peak Shortage (MW),0,0,0,528,0,,30.11.22
2,Energy Met (MU),1076,1381,965,396,47,,30.11.22
3,Hydro Gen (MU),133,42,90,36,14,,30.11.22
4,Wind Gen (MU),15,86,32,-,-,,30.11.22
5,Solar Gen (MU),100,49.49,110.81,4.96,0.83,,30.11.22
6,Energy Shortage (MU),4.4,0,0,3.97,0,,30.11.22
7,Schedule(MU),164.9,-97.3,104.2,-169.4,-2.4,,30.11.22
8,Actual(MU),151.2,-103.9,116.6,-166.8,-3,,30.11.22
9,O/D/U/D(MU),-13.7,-6.6,12.3,2.7,-0.6,,30.11.22
10,Central,7217,11406,9018,3570,559,,30.11.22
11,State,8050,14587,7310,2160,142,,30.11.22
12,Coal,663,1300,515,542,11,,30.11.22
13,Lignite,33,11,37,0,0,,30.11.22
14,Hydro,134,42,90,36,14,,30.11.22
15,Nuclear,26,36,50,0,0,,30.11.22
0,Demand Met during Evening Peak hrs(MW),45767,46906,40766,17955,2422,153816,30.12.18
1,Peak Shortage (MW),646,0,0,89,28,763,30.12.18
2,Energy Met (MU),972,1082,919,340,42,3356,30.12.18
3,Hydro Gen (MU),116,27,73,28,8,251,30.12.18
4,Wind Gen (MU),4,48,46,----------,----------,98,30.12.18
5,Solar Gen (MU),23.64,22,60.23,0.9,0.03,107,30.12.18
6,Energy Shortage (MU),14.7,0,0,0.3,0.3,15.2,30.12.18
7,Schedule(MU),158.1,-189.9,94.4,-66.7,3.9,-0.1,30.12.18
8,Actual(MU),145.8,-193.8,93,-50.3,3.4,-1.8,30.12.18
9,O/D/U/D(MU),-12.3,-3.9,-1.4,16.4,-0.5,-1.7,30.12.18
10,Central,4292,17376,6832,2164,306,30970,30.12.18
11,State,9085,12102,9340,6275,50,36852,30.12.18
12,Coal,594,1116,515,401,5,2631,30.12.18
13,Lignite,23,17,55,0,0,95,30.12.18
14,Hydro,116,27,73,28,8,251,30.12.18
15,Nuclear,19,19,35,0,0,73,30.12.18
0,Demand Met during Evening Peak hrs(MW),47987,46085,35824,18017,2306,150219,30.12.19
1,Peak Shortage (MW),673,0,0,0,46,719,30.12.19
2,Energy Met (MU),979,1090,893,344,39,3346,30.12.19
3,Hydro Gen (MU),123,44,73,28,9,277,30.12.19
4,Wind Gen (MU),19,68,38,----------,----------,125,30.12.19
5,Solar Gen (MU),25.86,20.1,76.57,1.68,0.03,124,30.12.19
6,Energy Shortage (MU),12.7,0,0,0,0.7,13.4,30.12.19
7,Schedule(MU),249.9,-271.8,106.5,-82.1,-2.5,0,30.12.19
8,Actual(MU),260.7,-281.5,116.3,-93.7,-0.8,1,30.12.19
9,O/D/U/D(MU),10.9,-9.7,9.8,-11.7,1.7,1,30.12.19
10,Central,4964,15093,7502,2010,597,30165,30.12.19
11,State,12804,16499,8670,6200,11,44184,30.12.19
12,Coal,467,1171,465,430,11,2544,30.12.19
13,Lignite,19,14,49,0,0,82,30.12.19
14,Hydro,123,44,73,28,9,277,30.12.19
15,Nuclear,29,27,44,0,0,100,30.12.19
0,Demand Met during Evening Peak hrs(MW),52951,52145,40909,18383,2525,,30.12.20
1,Peak Shortage (MW),550,0,0,40,37,,30.12.20
2,Energy Met (MU),1043,1234,950,372,43,,30.12.20
3,Hydro Gen (MU),105,40,82,33,12,,30.12.20
4,Wind Gen (MU),20,93,48,-,-,,30.12.20
5,Solar Gen (MU),37.29,30.88,86.88,4.64,0.12,,30.12.20
6,Energy Shortage (MU),11.2,0,0,0.12,0.65,,30.12.20
7,Schedule(MU),284,-311.7,131.2,-106,2.6,,30.12.20
8,Actual(MU),276.6,-314.7,135.4,-104.8,3.2,,30.12.20
9,O/D/U/D(MU),-7.4,-3,4.2,1.2,0.7,,30.12.20
10,Central,4910,10365,8662,2970,539,,30.12.20
11,State,11838,16599,11137,4472,11,,30.12.20
12,Coal,524,1337,472,467,7,,30.12.20
13,Lignite,26,12,39,0,0,,30.12.20
14,Hydro,105,40,82,33,12,,30.12.20
15,Nuclear,24,29,49,0,0,,30.12.20
0,Demand Met during Evening Peak hrs(MW),53041,53733,40193,20052,2619,,30.12.21
1,Peak Shortage (MW),500,0,0,156,0,,30.12.21
2,Energy Met (MU),1032,1196,958,391,46,,30.12.21
3,Hydro Gen (MU),100,30,75,30,11,,30.12.21
4,Wind Gen (MU),18,138,69,-,-,,30.12.21
5,Solar Gen (MU),49.16,34.24,93.73,4.38,0.11,,30.12.21
6,Energy Shortage (MU),5.38,0,0,2.48,0,,30.12.21
7,Schedule(MU),232.7,-196.2,101.5,-142.5,4.6,,30.12.21
8,Actual(MU),246.5,-215.8,109,-145.8,4.9,,30.12.21
9,O/D/U/D(MU),13.8,-19.6,7.5,-3.3,0.3,,30.12.21
10,Central,9166,11408,6102,1800,664,,30.12.21
11,State,9470,19236,10366,3808,112,,30.12.21
12,Coal,555,1172,470,532,8,,30.12.21
13,Lignite,23,10,46,0,0,,30.12.21
14,Hydro,100,30,75,30,11,,30.12.21
15,Nuclear,28,33,70,0,0,,30.12.21
0,Demand Met during Evening Peak hrs(MW),54823,57678,43637,21283,2683,,30.12.22
1,Peak Shortage (MW),0,0,230,293,0,,30.12.22
2,Energy Met (MU),1166,1442,1056,415,48,,30.12.22
3,Hydro Gen (MU),118,44,105,28,11,,30.12.22
4,Wind Gen (MU),23,67,31,-,-,,30.12.22
5,Solar Gen (MU),84.57,53.1,117.1,2.42,0.67,,30.12.22
6,Energy Shortage (MU),11.72,0,0.43,2.88,0,,30.12.22
7,Schedule(MU),175.6,-124.9,147.2,-196.1,-1.7,,30.12.22
8,Actual(MU),174,-127.2,161.3,-209.8,-1.5,,30.12.22
9,O/D/U/D(MU),-1.6,-2.3,14.2,-13.7,0.2,,30.12.22
10,Central,5623,11246,7928,1360,459,,30.12.22
11,State,6420,14889,7583,1410,98,,30.12.22
12,Coal,770,1464,578,660,15,,30.12.22
13,Lignite,25,10,25,0,0,,30.12.22
14,Hydro,118,44,106,29,11,,30.12.22
15,Nuclear,26,37,65,0,0,,30.12.22
0,Demand Met during Evening Peak hrs(MW),42976,45131,39767,17476,2359,147708,31.01.18
1,Peak Shortage (MW),527,199,0,300,73,1099,31.01.18
2,Energy Met (MU),902,1058,921,349,40,3270,31.01.18
3,Hydro Gen(MU),93,21,63,26,8,210,31.01.18
4,Wind Gen(MU),3,25,44,----------,----------,72,31.01.18
5,Solar Gen (MU),7.97,18.18,48.04,0.79,0.02,75,31.01.18
6,Energy Shortage (MU),13.3,0.4,1.1,0.9,0.5,16.2,31.01.18
7,Schedule(MU),183.5,-195,98.2,-86.1,2.9,3.4,31.01.18
8,Actual(MU),171.7,-199.9,101.5,-79.2,2.9,-3,31.01.18
9,O/D/U/D(MU),-11.8,-4.9,3.3,7,0,-6.4,31.01.18
10,Central,3907,14551,7102,1220,190,26969,31.01.18
11,State,9905,16695,5733,5435,50,37818,31.01.18
12,Thermal (Coal & Lignite),569,1152,551,431,10,2712,31.01.18
13,Hydro,93,20,63,26,8,210,31.01.18
14,Nuclear,29,24,72,0,0,124,31.01.18
15,"Gas, Naptha & Diesel",24,44,18,0,23,110,31.01.18
0,Demand Met during Evening Peak hrs(MW),45377,47185,41557,18427,2408,154954,31.01.19
1,Peak Shortage (MW),1084,0,0,0,56,1140,31.01.19
2,Energy Met (MU),949,1086,908,368,42,3354,31.01.19
3,Hydro Gen (MU),119,25,66,20,7,238,31.01.19
4,Wind Gen (MU),11,23,46,----------,----------,80,31.01.19
5,Solar Gen (MU),18.64,23.4,76.07,1.11,0.04,119,31.01.19
6,Energy Shortage (MU),13.3,0.2,0,0,0.9,14.3,31.01.19
7,Schedule(MU),178.5,-207.6,107.6,-81.6,2.7,-0.3,31.01.19
8,Actual(MU),178.8,-211.9,100.1,-74.8,3.4,-4.3,31.01.19
9,O/D/U/D(MU),0.3,-4.3,-7.5,6.8,0.7,-4,31.01.19
10,Central,3660,13616,7322,1720,130,26447,31.01.19
11,State,10540,15429,7990,3955,50,37964,31.01.19
12,Coal,543,1164,480,449,9,2644,31.01.19
13,Lignite,20,16,44,0,0,80,31.01.19
14,Hydro,119,25,66,20,7,238,31.01.19
15,Nuclear,24,30,32,0,0,86,31.01.19
0,Demand Met during Evening Peak hrs(MW),49479,50806,40882,18998,2476,,31.01.21
1,Peak Shortage (MW),600,0,0,88,40,,31.01.21
2,Energy Met (MU),1045,1229,999,390,44,,31.01.21
3,Hydro Gen (MU),97,41,66,34,10,,31.01.21
4,Wind Gen (MU),9,27,45,-,-,,31.01.21
5,Solar Gen (MU),43.28,36,98.02,4.75,0.14,,31.01.21
6,Energy Shortage (MU),12.4,0.2,0,0.26,0.81,,31.01.21
7,Schedule(MU),238.2,-250.1,128.4,-116.2,-0.2,,31.01.21
8,Actual(MU),239,-245.9,123.7,-114,1.8,,31.01.21
9,O/D/U/D(MU),0.9,4.3,-4.7,2.2,2,,31.01.21
10,Central,5624,13748,5442,3165,510,,31.01.21
11,State,9190,13745,9157,4425,11,,31.01.21
12,Coal,590,1333,538,496,7,,31.01.21
13,Lignite,23,7,36,0,0,,31.01.21
14,Hydro,97,41,66,34,10,,31.01.21
15,Nuclear,18,16,43,0,0,,31.01.21
0,Demand Met during Evening Peak hrs(MW),54163,56392,42713,21184,2706,,31.01.22
1,Peak Shortage (MW),1175,0,0,218,0,,31.01.22
2,Energy Met (MU),1059,1298,1034,416,48,,31.01.22
3,Hydro Gen (MU),100,42,114,26,9,,31.01.22
4,Wind Gen (MU),6,48,18,-,-,,31.01.22
5,Solar Gen (MU),72.61,45.08,108.26,5.46,0.34,,31.01.22
6,Energy Shortage (MU),10.51,0,0.62,2.02,0,,31.01.22
7,Schedule(MU),147.5,-115.8,94.1,-132.7,6.9,,31.01.22
8,Actual(MU),126.5,-110.7,110.5,-138.4,6.3,,31.01.22
9,O/D/U/D(MU),-21.1,5.1,16.4,-5.7,-0.6,,31.01.22
10,Central,4903,14898,7712,1556,639,,31.01.22
11,State,6765,17371,9388,4360,11,,31.01.22
12,Coal,683,1249,544,569,8,,31.01.22
13,Lignite,22,9,42,0,0,,31.01.22
14,Hydro,100,42,114,26,9,,31.01.22
15,Nuclear,28,21,70,0,0,,31.01.22
0,Demand Met during Evening Peak hrs(MW),51786,57797,44073,20693,2629,,31.01.23
1,Peak Shortage (MW),0,170,340,321,0,,31.01.23
2,Energy Met (MU),1054,1388,1111,438,47,,31.01.23
3,Hydro Gen (MU),116,32,97,31,9,,31.01.23
4,Wind Gen (MU),30,147,38,-,-,,31.01.23
5,Solar Gen (MU),104.7,54,108.54,4.87,0.82,,31.01.23
6,Energy Shortage (MU),0.44,0.28,0.7,2.25,0,,31.01.23
7,Schedule(MU),116.4,-121.6,152,-143.7,-3.2,,31.01.23
8,Actual(MU),95.4,-124.1,179.9,-155.4,-1.4,,31.01.23
9,O/D/U/D(MU),-21,-2.4,27.9,-11.8,1.8,,31.01.23
10,Central,7136,12700,6988,2925,615,,31.01.23
11,State,7910,16518,6893,2300,98,,31.01.23
12,Coal,689,1317,600,628,14,,31.01.23
13,Lignite,32,23,55,0,0,,31.01.23
14,Hydro,116,32,97,31,9,,31.01.23
15,Nuclear,26,37,75,0,0,,31.01.23
0,Demand Met during Evening Peak hrs(MW),38831,46083,44122,18460,2003,149499,31.03.18
1,Peak Shortage (MW),516,45,0,0,360,921,31.03.18
2,Energy Met (MU),887,1132,1057,410,32,3517,31.03.18
3,Hydro Gen(MU),94,15,66,33,8,217,31.03.18
4,Wind Gen(MU),3,50,47,----------,----------,101,31.03.18
5,Solar Gen (MU),6.88,21.4,50.3,0.77,0.02,79,31.03.18
6,Energy Shortage (MU),11.9,0,0,0,2.7,14.7,31.03.18
7,Schedule(MU),146.3,-197.8,104.6,-57.7,4.7,0.2,31.03.18
8,Actual(MU),153.9,-217,104.7,-45.5,0.7,-3,31.03.18
9,O/D/U/D(MU),7.6,-19.2,0.1,12.2,-4,-3.2,31.03.18
10,Central,5770,12926,5552,2680,270,27198,31.03.18
11,State,8020,15743,3590,3505,50,30908,31.03.18
